wave,lnLP,FSTS,FSTSsq,TCI_full,DAI_core,DAI_epay,lnEmp,firmage,foreigndummy,sample_base,sample_full
2022,15.201804919084164,0.2,0.04000000000000001,0.8116200598376241,1.0,,4.8283137373023015,33.0,0.0,True,True
2022,13.122363377404328,0.0,0.0,-0.6168149947933788,0.0,,2.0794415416798357,16.0,0.0,True,True
2022,16.791958070106396,0.3,0.09,0.8116200598376241,1.0,,6.214608098422191,37.0,0.0,True,True
2022,12.582314894961435,0.0,0.0,-0.6168149947933788,1.0,,1.6094379124341003,16.0,0.0,True,True
2022,14.118460102546843,0.0,0.0,-0.6168149947933788,1.0,,2.5649493574615367,16.0,0.0,True,True
2022,13.319073671650383,1.0,1.0,2.240055114468627,0.0,,3.1354942159291497,25.0,0.0,True,True
2022,13.003016619771763,0.0,0.0,-0.6168149947933788,1.0,,2.0794415416798357,7.0,0.0,True,True
2022,15.00954321320339,0.35,0.12249999999999998,2.240055114468627,1.0,,5.616771097666572,33.0,0.0,True,True
2022,14.103192630416055,1.0,1.0,0.8116200598376241,1.0,,5.0106352940962555,9.0,0.0,True,True
2022,16.42825057926216,0.0,0.0,-0.6168149947933788,1.0,,4.700480365792417,41.0,0.0,True,True
2022,16.4057777234101,0.0,0.0,-0.6168149947933788,1.0,,2.70805020110221,32.0,0.0,True,True
2022,13.815510557964274,0.0,0.0,0.8116200598376241,0.0,,3.912023005428146,17.0,0.0,True,True
2022,13.997832114758229,0.0,0.0,-0.6168149947933788,0.0,,3.912023005428146,34.0,0.0,True,True
2022,15.883318284641751,0.2,0.04000000000000001,2.240055114468627,1.0,,4.174387269895637,75.0,0.0,True,True
2022,13.345506928718539,0.0,0.0,-0.6168149947933788,1.0,,2.0794415416798357,12.0,0.0,True,True
2022,13.41004544985611,0.0,0.0,-0.6168149947933788,0.0,,1.0986122886681098,17.0,0.0,True,True
2022,14.818812666828059,0.0,0.0,-0.6168149947933788,1.0,,3.091042453358316,27.0,0.0,True,True
2022,14.348136811689118,0.0,0.0,-0.6168149947933788,0.0,,3.4011973816621555,19.0,0.0,True,True
2022,14.807685987363302,0.0,0.0,-0.6168149947933788,1.0,,5.484796933490655,19.0,0.0,True,True
2022,14.610915558472039,0.0,0.0,-0.6168149947933788,0.0,,4.2626798770413155,26.0,0.0,True,True
2022,15.041134179211404,0.0,0.0,0.8116200598376241,1.0,,6.586171654854675,26.0,0.0,True,True
2022,12.862852181919244,0.0,0.0,-0.6168149947933788,1.0,,3.332204510175204,38.0,0.0,True,True
2022,13.176430598674605,1.0,1.0,-0.6168149947933788,0.0,,2.8903717578961645,11.0,0.0,True,True
2022,15.162584205930884,0.0,0.0,-0.6168149947933788,1.0,,2.5649493574615367,26.0,0.0,True,True
2022,16.58240125908942,0.0,0.0,0.8116200598376241,1.0,,5.393627546352362,6.0,1.0,True,True
2022,14.914122846632385,0.0,0.0,1.2877650780479581,1.0,,3.2188758248682006,42.0,0.0,True,True
2022,14.103192630416055,0.4,0.16000000000000003,0.8116200598376241,1.0,,3.4011973816621555,44.0,0.0,True,True
2022,17.26191497246441,0.4,0.16000000000000003,0.8116200598376241,1.0,,5.703782474656201,17.0,0.0,True,True
2022,14.818812666828059,0.0,0.0,2.240055114468627,0.0,,4.007333185232471,26.0,0.0,True,True
2022,13.815510557964274,0.0,0.0,0.8116200598376241,1.0,,4.0943445622221,32.0,0.0,True,True
2022,16.004673094578898,0.0,0.0,-0.6168149947933788,0.0,,4.31748811353631,6.0,0.0,True,True
2022,14.381535731084881,0.0,0.0,0.8116200598376241,1.0,,6.236369590203704,33.0,0.0,True,True
2022,13.447785777838957,0.0,0.0,-0.6168149947933788,0.0,,2.5649493574615367,50.0,0.0,True,True
2022,15.859989640577556,0.0,0.0,-0.6168149947933788,0.0,,2.70805020110221,16.0,0.0,True,True
2022,16.559192838658404,0.0,0.0,2.240055114468627,1.0,,4.912654885736052,13.0,0.0,True,True
2022,12.716898269296165,0.0,0.0,-0.6168149947933788,0.0,,1.791759469228055,54.0,0.0,True,True
2022,15.490581752890737,0.0,0.0,-0.6168149947933788,0.0,,4.574710978503383,26.0,0.0,True,True
2022,15.981952087679996,0.0,0.0,0.8116200598376241,1.0,,4.31748811353631,13.0,0.0,True,True
2022,13.829899295416373,0.0,0.0,-0.6168149947933788,1.0,,4.23410650459726,19.0,0.0,True,True
2022,14.508857718526885,0.0,0.0,1.2877650780479581,0.0,,5.521460917862246,41.0,0.0,True,True
2022,14.0623706358958,0.0,0.0,-0.6168149947933788,0.0,,3.2188758248682006,27.0,0.0,True,True
2022,13.255894770028851,1.0,1.0,2.240055114468627,1.0,,3.5553480614894135,10.0,0.0,True,True
