study_id,wos_id,authors,year,title,journal,doi,screen_l1,screen_l1_reason
S1038,000473084800007,"Wu, Jie; Park, Seung Ho",2019,The role of international institutional complexity on emerging market multinational companies' innovation,GLOBAL STRATEGY JOURNAL,,Y,ip_firm_match
S1046,000468049000002,"Chen, Victor Zitian",2019,Shareholder wealth effects of cultural diversity among blockholders: Evidence from cross-border acquisitions by US-listed companies,CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW,,Y,ip_firm_match
S1055,000472047600009,"Tsai, Huei-Ting; Ren, Shengce",2019,Antecedents of strategic ambidexterity in the context of internationalisation: a panel study of Taiwan Small and median-sized enterprises,TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,,Y,ip_firm_match
S1056,000472706200013,"Tashman, Peter; Marano, Valentina; Babin, Jessica",2019,Firm-specific assets and the internationalization performance relationship in the US movie studio industry,INTERNATIONAL BUSINESS REVIEW,,Y,ip_perf_match
S1058,000472689900012,"Cui, Lin; Xu, Ying",2019,Outward FDI and profitability of emerging economy firms: Diversifying from home resource dependence in early stage internationalization,JOURNAL OF WORLD BUSINESS,,Y,ip_perf_match
S1067,000474911800001,"Ossorio, Mario",2019,Cross-border acquisitions and family businesses,EUROMED JOURNAL OF BUSINESS,,Y,ip_firm_match
S1069,000474573700002,"Kashefi, M.; Mohammadi, H.; Abolhasani, L.",2019,Effect of Marketing Strategies on Export Performance of Agricultural Products: The Case of Saffron in Iran,JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY,,Y,ip_perf_match
S1074,000475644200008,"Masso, Jaan; Vahter, Priit",2019,"Knowledge Transfer from Multinationals through Labour Mobility: Are There Effects on Productivity, Product Sophistication and Exporting?",EMERGING MARKETS FINANCE AND TRADE,,Y,ip_perf_match
S1083,000478969300001,"Pittiglio, Rosanna; Reganati, Filippo",2019,Foreign direct investment productivity premium and foreign affiliates' heterogeneity: A comparison between advanced and emerging market overseas investments in the EU,WORLD ECONOMY,,Y,ip_perf_match
S1085,000478922500001,"Assadinia, Shahin; Boso, Nathaniel; Hultman, Magnus; Robson, Matthew",2019,Do Export Learning Processes Affect Sales Growth in Exporting Activities?,JOURNAL OF INTERNATIONAL MARKETING,,Y,ip_perf_match
S1086,000478710800011,"Tang, Chunhui; Tang, Yaojia; Su, Shengwei",2019,"R&D internationalization, product diversification and international performance for emerging market enterprises: An empirical study on Chinese enterprises",EUROPEAN MANAGEMENT JOURNAL,,Y,ip_perf_match
S1087,000480394400004,"Idris, Aida; Saad, Mohd Najib",2019,The Relative Effects of Entrepreneurial Characteristics and Government Support on the Internationalisation and Performance of Malaysian SMEs,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,,Y,ip_perf_match
S1088,000479025500081,"Rezende, Ligia de Azevedo; Bansi, Ana Claudia; Rodrigues Alves, Marlon Fernandes; Ribeiro Galina, Simone Vasconcelos",2019,Take your time: Examining when green innovation affects financial performance in multinationals,JOURNAL OF CLEANER PRODUCTION,,Y,ip_perf_match
S1102,000484683900007,"Tajeddin, Mahdi; Carney, Michael",2019,African Business Groups: How Does Group Affiliation Improve SMEs' Export Intensity?,ENTREPRENEURSHIP THEORY AND PRACTICE,,Y,ip_firm_match
S1111,000487963000021,"Nguyen, Phuong, V; Hien Thi Ngoc Huynh; Hoa Doan Xuan Trieu; Tran, Khoa T.",2019,"Internationalization, Strategic Slack Resources, and Firm Performance: The Case Study of Vietnamese Enterprises",JOURNAL OF RISK AND FINANCIAL MANAGEMENT,,Y,ip_perf_match
S1113,000488231700010,"Ferrante, Maria R.; Freo, Marzia",2019,Detecting learning-by-exporting effects on firms' productivity distribution by accounting for heterogeneous macrofactors and panel attrition,WORLD ECONOMY,,Y,ip_perf_match
S1116,000490489100003,"Lee, Sunhae; Park, Sae Woon; Namgung, Dam",2019,Internationalization and Performance of SMEs in Masan Free Trade Zone (Korea): The Direct and Moderating Effects of Firm Size,JOURNAL OF KOREA TRADE,,Y,ip_perf_match
S1129,000494614900013,"Catanzaro, Alexis; Messeghem, Karim; Sammut, Sylvie",2019,Effectiveness of Export Support Programs: Impact on the Relational Capital and International Performance of Early Internationalizing Small Businesses,JOURNAL OF SMALL BUSINESS MANAGEMENT,,Y,ip_perf_match
S1133,000495471100020,"Genc, Ebru; Dayan, Mumin; Genc, Omer Faruk",2019,The impact of SME internationalization on innovation: The mediating role of market and entrepreneurial orientation,INDUSTRIAL MARKETING MANAGEMENT,,Y,ip_firm_match
S1134,000494883100008,"Woo, Linda; Assaf, A. George; Josiassen, Alexander; Kock, Florian",2019,Internationalization and hotel performance: Agglomeration-related moderators,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,,Y,ip_perf_match
S1136,000496880600005,"Iandolo, Stefano; Ferragina, Anna Maria",2019,Does persistence in internationalization and innovation influence firms' performance?,JOURNAL OF ECONOMIC STUDIES,,Y,ip_perf_match
S1140,000507606100007,"de Rassenfosse, Gaetan; Thomson, Russell",2019,R&D offshoring and home industry productivity,INDUSTRIAL AND CORPORATE CHANGE,,Y,ip_perf_match
S1145,000497734000004,Quy Thi Vo,2019,Export Performance and Stock Return: A Case of Fishery Firms Listing in Vietnam Stock Markets,JOURNAL OF ASIAN FINANCE ECONOMICS AND BUSINESS,,Y,ip_perf_match
S1147,000498398900274,"Pedro Carreon-Gutierrez, Jose; Manuel Saiz-Alvarez, Jose",2019,"Product Newness, Low Competition, Recent Technology, and Export Orientation as Predictors for Entrepreneurial Growth Aspirations",SUSTAINABILITY,,Y,ip_perf_match
S1149,000501072400002,"Domurath, Anne; Patzelt, Holger",2019,Founder non-international experience and venture internationalization,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,,Y,ip_firm_match
S1152,000500917300004,"Chen, Ying-Yu",2019,Does Efficient Social-Network Structure Benefit the Performance of Business Groups and Core Firms? The Underlying Mediation Mechanism for Small World Network Structure and Internationalization in Cross-Level Business Group Network,NTU MANAGEMENT REVIEW,,Y,ip_perf_match
S1161,000502887100034,"Serrano, Javier; Myro, Rafael",2019,"From domestic to exporter, what happens? Evidence for Spanish manufacturing firms",STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,,Y,ip_firm_match
S1166,000504882300002,"Ben Slimane, Mehdi; Baghdadi, Leila",2019,How internationalization affects firms' growth in the MENA region? A quantile regression approach,ECONOMICS BULLETIN,,Y,ip_perf_match
S1191,000514633700011,"Yoo, Sung-Joon; Kim, Hag-Min; Lee, Yea-Rim",2019,The Effects of International Entrepreneurial Orientation and Entrepreneurial Activities on SMEs' Export Performance,JOURNAL OF KOREA TRADE,,Y,ip_perf_match
S0839,000414881400013,"Powell, K. Skylar; Lim, Eunah",2018,'Misfits' DO try to fit: Deviations from firm-specific optimal multinationality and subsequent market entry or exit in US law firms,JOURNAL OF BUSINESS RESEARCH,,Y,ip_firm_match
S0849,000514437100005,"Barzotto, Mariachiara; Mariotti, Ilaria",2018,Inward FDI and Skilled Labour Force in Veneto Industrial Districts,AGGLOMERATION AND FIRM PERFORMANCE,,Y,ip_firm_match
S0853,000418973100007,"Cordon Lagares, Encarnacion; Garcia Ordaz, Felix; Garcia del Hoyo, Juan Jose",2018,"Innovation, environmental commitment, internationalization and sustainability: A survival analysis of Spanish marine aquaculture firms",OCEAN & COASTAL MANAGEMENT,,Y,ip_perf_match
S0860,000424941800005,"Eppinger, Peter S.; Meythaler, Nicole; Sindlinger, Marc-Manuel; Smolka, Marcel",2018,The great trade collapse and the Spanish export miracle: Firm-level evidence from the crisis,WORLD ECONOMY,,Y,ip_firm_match
S0869,000429066600016,"Fatemian, Farhad; Rezaei, Farzin",2018,"CAPITAL STRUCTURE DETERMINANTS INSIDE MULTINATIONAL AND DOMESTIC COMPANIES, EVIDENCE FROM IRAN",HUMANIDADES & INOVACAO,,Y,ip_firm_match
S0871,000430597800002,"Freixanet, Joan; Churakova, Iya",2018,"Exploring the Relationship Between Internationalization Stage, Innovation, and Performance: The Case of Spanish Companies",INTERNATIONAL JOURNAL OF BUSINESS,,Y,ip_perf_match
S0873,000431215800008,"Valero Cordoba, Gladys Mireya; Rodenes, Manuel; Elena Rueda, Gladys",2018,Effects of the use of competitiveness as a strategy on exporting companies: Status of the issue,EQUIDAD & DESARROLLO,,Y,ip_perf_match
S0874,000432447000006,"Sharma, Chandan",2018,"Exporting, access of foreign technology, and firms' performance: Searching the link in Indian manufacturing",QUARTERLY REVIEW OF ECONOMICS AND FINANCE,,Y,ip_perf_match
S0876,000433249900005,"Velez-Calle, Andres; Sanchez-Henriquez, Fernando; Contractor, Farok",2018,Internationalization and performance: the role of depth and breadth,ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,,Y,ip_perf_match
S0882,000436506200005,"Sophia, S. Felix; Gayathri, J.",2018,Firm Size and Performance with special reference to Multinational Pharmaceutical Firms,PACIFIC BUSINESS REVIEW INTERNATIONAL,,Y,ip_perf_match
S0889,000439855200004,"Cieslik, Andrzej; Michalek, Jan Jakub",2018,"Process and product innovations, multi-product status and export performance: firm-level evidence from V-4 countries",EQUILIBRIUM-QUARTERLY JOURNAL OF ECONOMICS AND ECONOMIC POLICY,,Y,ip_perf_match
S0891,000442246200005,"Habib, Ashfaq; Huang, Xiaoxia",2018,"Manufacturing exports, profitability and working capital",HUMAN SYSTEMS MANAGEMENT,,Y,ip_perf_match
S0897,000444660100014,"Dobbelaere, Sabien; Kiyota, Kozo",2018,"Labor market imperfections, markups and productivity in multinationals and exporters",LABOUR ECONOMICS,,Y,ip_perf_match
S0898,000444737500003,"Lee, Seung Hyun; Leem, Choon Seong; Bae, Dae Jung",2018,"The impact of technology capability, human resources, internationalization, market resources, and customer satisfaction on annual sales growth rates of Korean software firms",INFORMATION TECHNOLOGY & MANAGEMENT,,Y,ip_perf_match
S0900,000445758000009,"Joensuu-Salo, Sanna; Sorama, Kirsti; Viljamaa, Anmari; Varamaeki, Elina",2018,"Firm Performance among Internationalized SMEs: The Interplay of Market Orientation, Marketing Capability and Digitalization",ADMINISTRATIVE SCIENCES,,Y,ip_perf_match
S0901,000446509100005,"Bougheas, Spiros; Lim, Hosung; Mateut, Simona; Mizen, Paul; Yalcin, Cihan",2018,"Foreign currency borrowing, exports and firm performance: evidence from a currency crisis",EUROPEAN JOURNAL OF FINANCE,,Y,ip_perf_match
S0909,000452955800012,"Hosseini, Mojtaba; Brege, Staffan; Nord, Tomas",2018,A combined focused industry and company size investigation of the internationalization-performance relationship: The case of small and medium-sized enterprises (SMEs) within the Swedish wood manufacturing industry,FOREST POLICY AND ECONOMICS,,Y,ip_perf_match
S0910,000452925600004,"Orts, Vicente; Marti, Josep",2018,FIRM HETEROGENEITY AND EXPORT ACTIVITY OF EUROPEAN FIRMS: A QUANTILE ANALYSIS,REVISTA DE ECONOMIA MUNDIAL,,Y,ip_firm_match
S0913,000452737600007,"Gumpert, Anna",2018,THE ORGANIZATION OF KNOWLEDGE IN MULTINATIONAL FIRMS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,,Y,ip_firm_match
S0916,000451887400005,"Rua, Orlando Lima",2018,From intangible resources to export performance: Exploring the mediating effect of absorptive capabilities and innovation,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,Y,ip_perf_match
S0924,000450347600003,"Sadeghi, Arash; Rose, Elizabeth L.; Chetty, Sylvie",2018,Disentangling the effects of post-entry speed of internationalisation on export performance of INVs,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,Y,ip_perf_match
S0928,000449038300019,"Qi, Jianhong; Zhang, Zhaoyong; Liu, Hui",2018,Credit constraints and firm market entry decision: Firm-level evidence from internationalizing Chinese multinationals,NORTH AMERICAN JOURNAL OF ECONOMICS AND FINANCE,,Y,ip_firm_match
S0930,000447169500004,"Gu, Jinlong; Yang, Yong; Strange, Roger",2018,"Location choice, ownership structure and multinational performance",MULTINATIONAL BUSINESS REVIEW,,Y,ip_perf_match
S0937,000443900800005,"Jung, Soyeon; Kim, Joon Ho; Kang, Kyung Ho; Kim, Bora",2018,Internationalization and corporate social responsibility in the restaurant industry: risk perspective,JOURNAL OF SUSTAINABLE TOURISM,,Y,ip_firm_match
S0942,000441309800003,"Freixanet, Joan; Renart, Gemma; Rialp-Criado, Alex",2018,The Impact of Managers' Global Orientation on SME Export and Economic Performance,MANAGEMENT INTERNATIONAL REVIEW,,Y,ip_perf_match
S0944,000440620100003,"Rajnoha, Rastislav; Merkova, Martina; Dobrovic, Jan; Rozsa, Zoltan",2018,BUSINESS PERFORMANCE MANAGEMENT AND FDI: KEY DIFFERENCES BETWEEN FOREIGN AND DOMESTIC-OWNED FIRMS - A CASE OF SLOVAKIA,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,,Y,ip_perf_match
S0946,000440043200005,"Peters, Bettina; Riley, Rebecca; Siedschlag, Iulia; Vahter, Priit; McQuinn, John",2018,"Internationalisation, innovation and productivity in services: evidence from Germany, Ireland and the United Kingdom",REVIEW OF WORLD ECONOMICS,,Y,ip_perf_match
S0949,000437080000009,"Luo, Xueming; Zheng, Qinqin",2018,How firm internationalization is recognized by outsiders: The response of financial analysts,JOURNAL OF BUSINESS RESEARCH,,Y,ip_firm_match
S0953,000435401000003,"Forte, Rosa; Moreira, Ana Salome",2018,Financial Constraints and Small and Medium-Sized Firms' Export Propensity: Evidence from Portuguese Manufacturing Firms,INTERNATIONAL JOURNAL OF THE ECONOMICS OF BUSINESS,,Y,ip_firm_match
S0958,000429562800007,Long Quang Trinh; Ha Thi Thanh Doan,2018,"Internationalization and the growth of Vietnamese micro, small, and medium sized enterprises: Evidence from panel quantile regressions",JOURNAL OF ASIAN ECONOMICS,,Y,ip_perf_match
S0959,000428539300002,"Rua, Orlando; Franca, Alexandra; Fernandez Ortiz, Ruben",2018,Key drivers of SMEs export performance: the mediating effect of competitive advantage,JOURNAL OF KNOWLEDGE MANAGEMENT,,Y,ip_perf_match
S0962,000425654600007,"Shukla, Dhirendra Mani; Akbar, M.",2018,Diffusion of internationalization in business group networks: evidence from India,MANAGEMENT DECISION,,Y,ip_firm_match
S0963,000424899500013,"Jin, Byoungho; Jung, Sojin; Jeong, So Won",2018,Dimensional effects of Korean SME's entrepreneurial orientation on internationalization and performance: the mediating role of marketing capability,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,,Y,ip_perf_match
S0964,000425200600001,"Mukherjee, Debmalya; Makarius, Erin E.; Stevens, Charles E.",2018,Business group reputation and affiliates' internationalization strategies,JOURNAL OF WORLD BUSINESS,,Y,ip_firm_match
S0965,000424141700006,"Brancati, Raffaele; Marrocu, Emanuela; Romagnoli, Manuel; Usai, Stefano",2018,Innovation activities and learning processes in the crisis: evidence from Italian export in manufacturing and services,INDUSTRIAL AND CORPORATE CHANGE,,Y,ip_firm_match
S0967,000422798300009,"Carmen Perez-Lopez, M.; Elena Gomez-Miranda, M.; Argente-Linares, Eva; Lopez-Sanchez, Lina",2018,"The internationalisation of Spanish family firms through business groups: Factors affecting the profitability, and the moderating effect of the family nature of the Spanish business",REVISTA DE CONTABILIDAD-SPANISH ACCOUNTING REVIEW,,Y,ip_perf_match
S0968,000418978100116,"Hojnik, Jana; Ruzzier, Mitja; Manolova, Tatiana S.",2018,Internationalization and economic performance: The mediating role of eco-innovation,JOURNAL OF CLEANER PRODUCTION,,Y,ip_perf_match
S0970,000419192600002,"Bykova, Anna; Lopez-Iturriaga, Felix",2018,Exports-performance relationship in Russian manufacturing companies Does foreign ownership play an enhancing role?,BALTIC JOURNAL OF MANAGEMENT,,Y,ip_perf_match
S0972,000418224600003,"Symeou, Pavlos C.; Zyglidopoulos, Stelios; Williamson, Peter",2018,Internationalization as a driver of the corporate social performance of extractive industry firms,JOURNAL OF WORLD BUSINESS,,Y,ip_perf_match
S0973,000419376800008,"Spyropoulou, Stavroula; Katsikeas, Constantine S.; Skarmeas, Dionysis; Morgan, Neil A.",2018,"Strategic goal accomplishment in export ventures: the role of capabilities, knowledge, and environment",JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,,Y,ip_firm_match
S0995,000453631500033,"Park, Sang-Bum",2018,Multinationals and sustainable development: Does internationalization develop corporate sustainability of emerging market multinationals?,BUSINESS STRATEGY AND THE ENVIRONMENT,,Y,ip_firm_match
S1001,000454167400004,"Utama, Wahyudi; Chan, Albert; Zahoor, Hafiz; Gao, Ran; Peli, Martalius",2018,Exploring the Strategic Motivation of Internationalisation: Indonesian Contractors' Perspectives,CONSTRUCTION ECONOMICS AND BUILDING,,Y,ip_firm_match
S1004,000454747900009,"Hien Thi Ngoc Huynh; Nguyen, Phuong V.; Tran, Khoa T.",2018,Internationalization and Performance of Vietnamese Manufacturing Firms: Does Organizational Slack Matter?,ADMINISTRATIVE SCIENCES,,Y,ip_perf_match
S1005,000454747900002,"Godos-Diez, Jose-Luis; Cabeza-Garcia, Laura; Fernandez-Gonzalez, Cristina",2018,Relationship between Corporate Social Responsibility (CSR) and Internationalisation Strategies: A Descriptive Study in the Spanish Context,ADMINISTRATIVE SCIENCES,,Y,ip_firm_match
S1006,000456139400006,"Ermolaeva, Liubov; Freixanet, Joan; Panibratov, Andrei",2018,The role of absorptive capacity in the relationship between firm internationalization and innovation: evidence from Russia,JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,,Y,ip_firm_match
S1008,000456255000010,"Madaleno, Mara; Varum, Celeste Amorim; Horta, Isabel",2018,SMEs Performance and Internationalization: A Traditional Industry Approach,ANNALS OF ECONOMICS AND FINANCE,,Y,ip_perf_match
S1011,000457689300006,"Purkayastha, Anish",2018,Performance of business group affiliated firms in emerging markets Causal mediation analysis of internationalization and investment into innovation strategy,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,Y,ip_perf_match
S1012,000457689300024,"Lafuente, Esteban; Vaillant, Yancy; Moreno-Gomez, Jorge",2018,Transition in-and-out of exporting and its impact on employment growth,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,Y,ip_perf_match
S1048,000469909600006,"Nikolchenko, Natalia; Zenkevich, Nikolay; Lebedeva, Anastasia",2018,Improvement of Operational performance of Internationalized Companies through Collaboration in Distribution Networks,JOURNAL OF EAST-WEST BUSINESS,,Y,ip_perf_match
S1052,000470246000001,"Gersch, Inka",2018,Traces of foreign retailers - local knowledge-spillovers and strategy adaption within retail internationalization,INTERNATIONAL REVIEW OF RETAIL DISTRIBUTION AND CONSUMER RESEARCH,,Y,ip_firm_match
S1054,000470653800010,"Mullen, Cormac; Luff, Martha O'Hagan",2018,Alphabet soup: the relationship between multinationality and firm performance,TRANSNATIONAL CORPORATIONS REVIEW,,Y,ip_perf_match
S0753,000397693000016,"Yang, Jing Yu; Lu, Jane; Jiang, Ruihua",2017,"Too Slow or Too Fast? Speed of FDI Expansions, Industry Globalization, and Firm Performance",LONG RANGE PLANNING,,Y,ip_perf_match
S0761,000396973900006,"Upadhyayula, Rajesh S.; Dhandapani, Karthik; Karna, Amit",2017,The Role of Cluster Presence and Quality Certification in Internationalization and Performance of Offshore Service Providers,JOURNAL OF INTERNATIONAL MANAGEMENT,,Y,ip_perf_match
S0767,000393543600010,"Borda, Armando; Geleilate, Jose-Mauricio G.; Newburry, William; Kundu, Sumit K.",2017,"Firm internationalization, business group diversification and firm performance: The case of Latin American firms",JOURNAL OF BUSINESS RESEARCH,,Y,ip_perf_match
S0768,000395667300004,"Stouraitis, Vassilios; Harun, Mior Harris Mior; Kyritsis, Markos",2017,Motivators of SME initial export choice and the European Union regional effect in manufacturing,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,,Y,ip_firm_match
S0771,000394950900005,"Qiu, Bin; Yan, Zhijun",2017,"Market Efficiency, Heterogeneous Trade Costs and Export-Only Firms",PACIFIC ECONOMIC REVIEW,,Y,ip_perf_match
S0773,000398060400015,"Costa, Stefano; Pappalardo, Carmine; Vicarelli, Claudio",2017,Internationalization choices and Italian firm performance during the crisis,SMALL BUSINESS ECONOMICS,,Y,ip_perf_match
S0777,000397828700001,"Mohr, Alexander; Batsakis, Georgios",2017,Internationalization Speed and Firm Performance: A Study of the Market-Seeking Expansion of Retail MNEs,MANAGEMENT INTERNATIONAL REVIEW,,Y,ip_perf_match
S0780,000399844400004,"Symeonidou, Noni; Bruneel, Johan; Autio, Erkko",2017,Commercialization strategy and internationalization outcomes in technology-based new ventures,JOURNAL OF BUSINESS VENTURING,,Y,ip_firm_match
S0792,000401389900001,"Castellani, Davide; Montresor, Sandro; Schubert, Torben; Vezzani, Antonio",2017,"Multinationality, R&D and productivity: Evidence from the top R&D investors worldwide",INTERNATIONAL BUSINESS REVIEW,,Y,ip_perf_match
S0797,000402884300001,"Richter, Nicole Franziska; Schmidt, Robert; Ladwig, Tina Jessica; Wulhorst, Fabian",2017,A critical perspective on the measurement of performance in the empirical multinationality and performance literature,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,Y,ip_perf_match
S0799,000404827900003,"Rialp-Criado, Alex; Komochkoya, Ksenia",2017,Innovation strategy and export intensity of Chinese SMEs: the moderating role of the home-country business environment,ASIAN BUSINESS & MANAGEMENT,,Y,ip_firm_match
S0804,000407041000003,"Chang, Sea-Jin; Chung, Jaiho",2017,A Quasi-experimental Approach to the Multinationality-performance Relationship: An Application to Learning-by-exporting,GLOBAL STRATEGY JOURNAL,,Y,ip_perf_match
S0807,000406595600003,"Cui, Lin; Fan, Di; Liu, Xiaohui; Li, Yi",2017,Where to Seek Strategic Assets for Competitive Catch-up? A configurational study of emerging multinational enterprises expanding into foreign strategic factor markets,ORGANIZATION STUDIES,,Y,ip_firm_match
S0810,000407107100007,"Brodzicki, Tomasz",2017,Internationalisation and Innovation Intensities of Polish Manufacturing Firms: A Close Nexus?,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,Y,ip_firm_match
S0814,000407215500002,"Dikova, Dessislava; van Witteloostuijn, Arjen; Parker, Simon",2017,"Capability, environment and internationalization fit, and financial and marketing performance of MNEs' foreign subsidiaries An abductive contingency approach",CROSS CULTURAL & STRATEGIC MANAGEMENT,,Y,ip_perf_match
S0815,000407117000003,"Bronzini, Raffaello; D'Ignazio, Alessio",2017,Bank Internationalization and Firm Exports: Evidence from Matched Firm-Bank Data,REVIEW OF INTERNATIONAL ECONOMICS,,Y,ip_firm_match
S0818,000413416700008,"Estrin, Saul; Nielsen, Bo B.; Nielsen, Sabina",2017,Emerging Market Multinational Companies and Internationalization: The Role of Home Country Urbanization,JOURNAL OF INTERNATIONAL MANAGEMENT,,Y,ip_firm_match
S0819,000411532200019,"Richter, Philipp M.; Schiersch, Alexander",2017,CO<sub>2</sub> emission intensity and exporting: Evidence from firm-level data,EUROPEAN ECONOMIC REVIEW,,Y,ip_firm_match
S0821,000406671000005,"Tse, Caleb H.; Yu, Linhui; Zhu, Jianjun",2017,A Multimediation Model of Learning by Exporting: Analysis of Export-Induced Productivity Gains,JOURNAL OF MANAGEMENT,,Y,ip_perf_match
S0823,000409067500086,"Li, Jie Yi; Cao, Jin Xia; Liu, Yu Qin",2017,A Study on the Effects of Dual Network Embeddedness on Organizational Learning and Internationalization Performance,EURASIA JOURNAL OF MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION,,Y,ip_perf_match
S0826,000413897200005,"Burlina, Chiara",2017,Local Externalities and Firm Internationalisation,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,,Y,ip_firm_match
S0827,000409153000006,"Shin, Joonho; Mendoza, Xavier; Hawkins, Matthew A.; Choi, Changbum",2017,The relationship between multinationality and performance: Knowledge-intensive vs. capital-intensive service micro-multinational enterprises,INTERNATIONAL BUSINESS REVIEW,,Y,ip_perf_match
S0830,000414344500002,"Popli, Manish; Akbar, Mohammad; Kumar, Vikas; Gaur, Ajai",2017,Performance Impact of Temporal Strategic Fit: Entrainment of Internationalization with Pro-Market Reforms,GLOBAL STRATEGY JOURNAL,,Y,ip_perf_match
S0834,000414496100004,"Xu, Xin; Xia, Yun; Li, Chuntao",2017,lInfluence of Chinese entrepreneurial companies' internationalization on independent innovation: Input incentive effect and efficiency improvement effect,CHINA JOURNAL OF ACCOUNTING RESEARCH,,Y,ip_perf_match
S0835,000414964200002,"Yarbrough, Earl, Jr.; Abebe, Michael; Dadanlar, Hazel",2017,Board political experience and firm internationalization strategy A resource dependence perspective,JOURNAL OF STRATEGY AND MANAGEMENT,,Y,ip_firm_match
S0840,000419131200007,"Hutzschenreuter, Thomas; Matt, Tanja",2017,"MNE internationalization patterns, the roles of knowledge stocks, and the portfolio of MNE subsidiaries",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,Y,ip_firm_match
S0845,000415796200014,"Kiendrebeogo, Youssouf; Minea, Alexandru",2017,Financial Factors and Manufacturing Exports: Firm-Level Evidence From Egypt,JOURNAL OF DEVELOPMENT STUDIES,,Y,ip_firm_match
S0851,000418513400004,"Aguilera-Caracuel, Javier; Guerrero-Villegas, Jaime; Garcia-Sanchez, Encarnacion",2017,Reputation of multinational companies Corporate social responsibility and internationalization,EUROPEAN JOURNAL OF MANAGEMENT AND BUSINESS ECONOMICS,,Y,ip_firm_match
S0852,000418841500002,"Abdolvand, Mohammad Ali; Keisami, Mina Khalili",2017,Examining drivers of e-commerce marketing capabilities and their impact on export venture e-commerce performance and export market growth: mediating role of efficiencies,HELIX,,Y,ip_perf_match
S0856,000422651600008,"Wojciechowski, Liwiusz",2017,Productivity Gap: A Chance or an Obstacle in Absorbing Benefits from FDI in a Host Country,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,Y,ip_perf_match
S0859,000424605600001,"Metz, Philipp",2017,"Distances, multinational organisational learning, and firm performance: a new perspective",INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,,Y,ip_perf_match
S0864,000424305100005,"Castiglioni, Marco; Castro, Ignacio; Luis Galan, Jose",2017,THE INTERNATIONALIZATION OF AN ALLIANCE PORTFOLIO AS AN SME DEVELOPMENT DRIVER,MANAGING ALLIANCE PORTFOLIOS AND NETWORKS,,Y,ip_firm_match
S0907,000444184400013,"Nyamulinda, Bideri Ishuheri; Gaju, Alice Karema",2017,Export Performance of SMEs in the Rwandan Mining Sector: Challenges and Prospects,"MANAGEMENT CHALLENGES IN DIFFERENT TYPES OF AFRICAN FIRMS: PROCESSES, PRACTICES AND PERFORMANCE",,Y,ip_perf_match
S0974,000416374900007,"Grant, Kevin; Matousek, Roman; Meyer, Martin; Tzeremes, Nickolaos G.",2017,A research note on multinationality and firm performance Nonparametric frontier analysis,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,,Y,ip_perf_match
S0975,000414027500006,"Monreal-Perez, Joaquin; Sanchez-Marin, Gregorio",2017,Does transitioning from family to non-family controlled firm influence internationalization?,JOURNAL OF SMALL BUSINESS AND ENTERPRISE DEVELOPMENT,,Y,ip_firm_match
S0978,000411230800004,"Lee, Keon Bong; Choi, Suk Bong",2017,"Internationalization, dynamic environments and new product development An empirical investigation of Korean companies",JOURNAL OF KOREA TRADE,,Y,ip_firm_match
S0980,000407544300001,"Ratten, Vanessa; Ramadani, Veland; Dana, Leo-Paul; Hoy, Frank; Ferreira, Joao",2017,Family entrepreneurship and internationalization strategies,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,Y,ip_firm_match
S0981,000404764800008,"Liu, Guangqiang; Pang, Lirang; Kong, Dongmin",2017,Effects of human capital on the relationship between export and firm innovation,CHINESE MANAGEMENT STUDIES,,Y,ip_firm_match
