study_id,wos_id,authors,year,title,journal,screen_l1,screen_l1_reason,prescreen_flag,prescreen_reason,prescreen_icrv,prescreen_doi_type,prescreen_fp_type
S1518,000766002300001,"Garcia-Sanchez, Isabel-Maria; Aibar-Guzman, Cristina; Nunez-Torrado, Miriam; Aibar-Guzman, Beatriz",2022,"Are institutional investors ""in love"" with the sustainable development goals? Understanding the idyll in the case of governments and pension funds",SUSTAINABLE DEVELOPMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1525,000761608900001,"DasGupta, Ranjan; Kumar, Satish; Pathak, Rajesh",2022,Multinational enterprises' internationalization and adoption of sustainable development goals,INTERNATIONAL JOURNAL OF MANAGERIAL FINANCE,UNSURE,title_insufficient,Y,INCL:internationalization|MNE,,other,
S1526,000765566000005,"Battaglia, Daniele; Neirotti, Paolo",2022,Dealing with the tensions between innovation and internationalization in SMEs: A dynamic capability view,JOURNAL OF SMALL BUSINESS MANAGEMENT,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S1530,000768200500019,"Faroque, Anisur R.; Torkkeli, Lasse; Sultana, Hafiza; Rahman, Mahabubur",2022,Network exploration and exploitation capabilities and foreign market knowledge: The enabling and disenabling boundary conditions for international performance,INDUSTRIAL MARKETING MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1531,000772018900004,"Wu, Bao; Wang, Qi; Fang, Chevy-Hanqing; Tsai, Fu-Sheng; Xia, Yuanze",2022,Capital flight for family? Exploring the moderating effects of social connections on capital outflow of family business,JOURNAL OF INTERNATIONAL FINANCIAL MARKETS INSTITUTIONS & MONEY,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1535,000776192500001,"Rao, Kathyayini Kathy; Burritt, Roger Leonard; Christ, Katherine",2022,Quality of voluntary modern slavery disclosures: top Australian listed companies,PACIFIC ACCOUNTING REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,1,,
S1537,000775975900001,"da Cunha, Henrique Correa; Farrell, Carlyle; Andersson, Svante; Amal, Mohamed; Floriani, Dinora E.",2022,Toward a more in-depth measurement of cultural distance: A re-evaluation of the underlying assumptions,INTERNATIONAL JOURNAL OF CROSS CULTURAL MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1545,000779188400009,"Altintas, Gulsun; Ambrosini, Veronique; Gudergan, Siegfried",2022,MNE dynamic capabilities in (un)related diversification,JOURNAL OF INTERNATIONAL MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1549,000792606000001,"Banalieva, Elitsa R.; Eddleston, Kimberly A.; Jiang, Joy Ruihua; Santoro, Michael D.",2022,"Raising or folding the bet? Institutional dynamics, family involvement, and the mixed gamble of internationalization",THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S1552,000793351900006,"Tongurai, Jittima; Vithessonthi, Chaiporn",2022,"Learning, foreign operations and operating performance",GLOBAL FINANCE JOURNAL,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1555,000796131600001,"Zhao, Wenli; Ye, Guangyu; Xu, Guangyi; Liu, Chong; Deng, Dandan; Huang, Ming",2022,CSR and Long-Term Corporate Performance: The Moderating Effects of Government Subsidies and Peer Firm's CSR,SUSTAINABILITY,UNSURE,title_insufficient,Y,INCL:firm-performance,,,firm_performance
S1556,000793116100008,"Battisti, Enrico; Alfiero, Simona; Quaglia, Roberto; Yahiaoui, Dorra",2022,Financial performance and global start-ups: the impact of knowledge management practices,JOURNAL OF INTERNATIONAL MANAGEMENT,UNSURE,title_insufficient,UNSURE,WEAK-INCL:financial-perf,,,financial_perf
S1559,000799020600001,"'Sol' Abdulhak, Ismail; Menzies, Jane; Paul, Justin; Hassan, Rohail",2022,The internationalization of Australian innovative small-to-medium enterprises utilizing wholly foreign-owned entities in China,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,Y,INCL:internationalization,1,other,
S1561,000799198500017,"Munjal, Surender; Bhasin, Niti; Nandrajog, Divya; Kundu, Sumit",2022,Examining the evolution of emerging market multinational enterprises? competitive advantages: Evidence from India,JOURNAL OF BUSINESS RESEARCH,UNSURE,title_insufficient,Y,INCL:MNE,2,other,
S1566,000806608500001,"Scuotto, Veronica; Chin, Tachia; Pezzi, Alberto; Pironti, Marco",2022,CSR best practices for global multi-tier sustainable supply chain integration of Chinese MNEs,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1568,000805323800001,"Webster, Allan; Okafor, Godwin; Barrow, Ciara",2022,Foreign ownership and firm performance in Sub-Saharan Africa,TRANSNATIONAL CORPORATIONS REVIEW,UNSURE,title_insufficient,Y,INCL:firm-performance,6,,firm_performance
S1573,000792904500007,"Wu, Shang-Ho; Lin, Feng-Jyh; Perng, Chyuan",2022,The affecting factors of small and medium enterprise performance,JOURNAL OF BUSINESS RESEARCH,UNSURE,title_insufficient,Y,INCL:firm-performance,,,
S1574,000799247400017,"Liu, Heng; Luo, Jin-hui",2022,Legacy of ideology: The enduring effect of CEOs? socialist ideological imprint on private firms? employee-related CSR,JOURNAL OF BUSINESS RESEARCH,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1578,000806868400009,"Demir, Firat; Hu, Chenghao; Liu, Junyi; Shen, Hewei",2022,"Local corruption, total factor productivity and firm heterogeneity: Empirical evidence from Chinese manufacturing firms",WORLD DEVELOPMENT,UNSURE,title_insufficient,UNSURE,WEAK-INCL:productivity,2,,TFP
S1580,000812169200001,"Zheng, Weiting; Ang, Siah Hwee; Singh, Kulwant",2022,The interface of market and nonmarket strategies: Political ties and strategic competitive actions,JOURNAL OF WORLD BUSINESS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1583,000815581900001,"Mustafa, Michael",2022,The Development of Corporate Entrepreneurship among Emerging Economy SMEs: Insights from Both Institutional and Contingency Theory,ENTREPRENEURSHIP RESEARCH JOURNAL,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1584,000815043300010,"Defever, Fabrice; Riano, Alejandro",2022,The Twin Peaks of the Export Intensity Distribution,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,export_ratio,
S1585,000817048700001,"Hilmersson, Mikael; Schweizer, Roger; Chetty, Sylvie",2022,"The Relationship Between Timing, Speed, and Performance in Foreign Market Network Entry",MANAGEMENT INTERNATIONAL REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1586,000816055500001,"da Cunha, Henrique Correa; Ruzgar, Nursel Selver; Singh, Vikkram",2022,The Moderating Effects of Host Country Governance and Trade Openness on the Relationship between Cultural Distance and Financial Performance of Foreign Subsidiaries in Latin America,INTERNATIONAL JOURNAL OF FINANCIAL STUDIES,UNSURE,title_insufficient,Y,INCL:subsidiaries|financial-perf,,subsidiaries,financial_perf
S1591,000819455700001,"Peng, Huatao; Li, Bingbing; Liu, Yang",2022,How Social Network Influences the Growth of Entrepreneurial Enterprises: Perspective on Organizational and Personal Network,SAGE OPEN,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1592,000820975000001,"Choi, Bongseok; Kim, Seon Tae",2022,Global Value Chain and Misallocation: Evidence from South Korea,JOURNAL OF KOREA TRADE,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,1,,
S1593,000820975000004,"Yun, Kyung Hwan; Hu, Chenguang",2022,Revisiting the Asian Financial Crisis: Is Building Political Ties with Emerging Political Elites Beneficial during a Crisis?,JOURNAL OF KOREA TRADE,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,1,,
S1594,000822281200001,"Hussain, Muhammad Jameel; Tian, Gaoliang; Ayaz, Muhammad; Zhang, Xia",2022,The Impact of Directors' Foreign Experience on Environmental Information Disclosure: Evidence from Heavily Polluting Chinese Firms,ASIA-PACIFIC JOURNAL OF FINANCIAL STUDIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1596,000806980500007,"Bytniewski, Szymon; Dzikowska, Marlena; Polowczyk, Jan",2022,FDI as a key form of economies' internationalization,BREXIT AND THE FUTURE OF THE EUROPEAN UNION,UNSURE,title_insufficient,Y,INCL:internationalization|FDI,,FDI,
S1602,000827171500009,"Van Vo, Dut; Van Binh, Tu; Trang, Thanh Lan Ngoc",2022,The Role of R&D Intensity on the Export Intensity of Enterprises in Transition Economy: The Case of Vietnam,ASIAN JOURNAL OF BUSINESS AND ACCOUNTING,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,export_ratio,
S1604,000829395800003,"Xiao, Peng; Zhang, Haiyan; Sun, Xiaoxia; Zhang, Feng; Du, Xiaoyan; Liu, Guoxin",2022,International ambidexterity and innovation performance: The moderating role of the host country's institutional quality,JOURNAL OF INNOVATION & KNOWLEDGE,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1605,000829813600002,"Luiz, John M.; Barnard, Helena",2022,Home country (in)stability and the locational portfolio construction of emerging market multinational enterprises,JOURNAL OF BUSINESS RESEARCH,UNSURE,title_insufficient,Y,INCL:MNE,2,other,
S1606,000834185700001,"Ancarani, Alessandro; Di Mauro, Carmela; Gitto, Simone",2022,An empirical analysis of the profitability of backshoring initiatives to Europe,JOURNAL OF MANUFACTURING TECHNOLOGY MANAGEMENT,UNSURE,title_insufficient,UNSURE,WEAK-INCL:financial-perf,,,financial_perf
S1607,000836344000001,"Kim, Hyunjung",2022,Performance from building smart factories of small- and medium-sized enterprises: the moderating effects of product complexity and company size,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1609,000839015600001,"Wu, Hang; Qu, Yiying; Ye, Yong",2022,The Effect of International Diversification on Sustainable Development: The Mediating Role of Dynamic Capabilities,SUSTAINABILITY,UNSURE,title_insufficient,Y,INCL:geo-diversification,,geographic_diversification,
S1615,000843544900013,"Pruthi, Sarika; Tasavori, Misagh",2022,Staying in or stepping out? Growth strategies of second-generation immigrant entrepreneurs,INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1616,000843312700002,"Xing, Yan; Xin, Quanying",2022,Management Cost Management and Resource Optimization of Construction Enterprises Based on Ecological Environment Constraints,JOURNAL OF ENVIRONMENTAL AND PUBLIC HEALTH,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1617,000840788700002,"Grellmann, Glaucia; Amal, Mohamed; de Vasconcellos, Silvio Luis",2022,The effects of home country political risk and uncertainty on the financial performance of firms,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,UNSURE,title_insufficient,UNSURE,WEAK-INCL:financial-perf,,,financial_perf
S1618,000844504400004,"Dai, Yixin; Zhang, Ruijia; Hu, Hanqing; Hou, Keqiang",2022,Is there ?productivity paradox? in Chinese producer-service enterprises' OFDI?,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1619,000847619600001,"Boccia, Marinella; Ferragina, Anna Maria; Iandolo, Stefano",2022,Follow the cloud! The impact of ICT on Italian provinces' trade,JOURNAL OF INDUSTRIAL AND BUSINESS ECONOMICS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1621,000853277800001,"Banno, Mariasole; D'Allura, Giorgia Maria; Filippi, Emilia; Trento, Sandro",2022,"How do non-economic goals and priorities affect family firm's propensity to innovate in automation? The role of ownership, board of director, young successor and generation",EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1623,000855045400010,"Panicker, Vidya Sukumara; Upadhyayula, Rajesh Srinivas; Sivakumar, Sandeep",2022,Internationalization of hybrid state-owned enterprises from emerging markets: Institutional investors as enablers,JOURNAL OF BUSINESS RESEARCH,UNSURE,title_insufficient,Y,INCL:internationalization,2,other,
S1631,000861347600001,"Mao, Hongyi; He, Changqing; Huang, Xing; Wu, Banggang; Chen, Zhi; Zhou, Liying",2022,When to become an electronic business venture after the COVID-19 pandemic? The role of strategic orientation and perceived environmental turbulence in determining online market entry timing,FRONTIERS IN PUBLIC HEALTH,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1635,000862575500001,"Podrecca, Matteo; Culot, Giovanna; Nassimbeni, Guido; Sartor, Marco",2022,Information security and value creation: The performance implications of ISO/IEC 27001,COMPUTERS IN INDUSTRY,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1641,000870444500001,"Miah, Mohammad Khasro; Sarah, Mashita Khasro; Takahash, Yoshi",2022,Human Resource Management Practices of Foreign Manufacturing Companies in Bangladesh: A Comparative Study,SOUTH ASIAN JOURNAL OF HUMAN RESOURCE MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,6,,
S1643,000870494800005,"Peng, Wenhao; Bai, Xiwen",2022,Prospects for improving shipping companies? profit margins by quantifying operational strategies and market focus approach through AIS data,TRANSPORT POLICY,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1647,000876234400001,"Hennart, Jean-Francois; Sutherland, Dylan",2022,International business research: The real challenges are data and theory,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1651,000882930900001,"Qi, Xinzhou; Ning, Zhong; Qin, Meng",2022,Incubator role of foreign venture capital: evidence from overseas listing of enterprises,ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1655,000885203700001,"Yuan, Xiaohui; Yan, Jiayan",2022,Reverse Efficiency Spillovers from Host Country Banks to Foreign Banks: Evidence from Emerging Market Bank Subsidiaries in Developed Markets,MANAGEMENT INTERNATIONAL REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1661,000886531800002,"Basic, M.",2022,GLOCALISATION AND READINESS FOR OPEN INNOVATION: THE ROLE OF INSTITUTIONAL SUPPORT IN TRANSITIONAL ECONOMIES,CENTRAL EUROPEAN BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1662,000887822000001,"Zhang, Hui; Aumeboonsuke, Vesarach",2022,"Technological Innovation, Risk-Taking and Firm Performance-Empirical Evidence from Chinese Listed Companies",SUSTAINABILITY,UNSURE,title_insufficient,Y,INCL:firm-performance,2,,firm_performance
S1666,000888867700010,"Adomako, Samuel; Amankwah-Amoah, Joseph; Donbesuur, Francis; Ahsan, Mujtaba; Danso, Albert; Uddin, Moshfique",2022,"Strategic agility of SMEs in emerging economies: Antecedents, consequences and boundary conditions",INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1670,000892533800018,"Hewett, Kelly; Hult, G. Tomas M.; Mantrala, Murali K.; Nim, Nandini; Pedada, Kiran",2022,Cross-border marketing ecosystem orchestration: A conceptualization of its determinants and boundary conditions,INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1675,000899345500004,"Hussain, Ch. Mazhar; Shah, Syed Zulfiqar Ali",2022,Firm level assessment of Pakistan and Malaysia Free Trade Agreement,ASIA PACIFIC MANAGEMENT REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1680,000899940500019,"Gomes, Giancarlo; Seman, Laio Oriel; Carmona, Linda Jessica De Montreuil",2022,"Industry does matter: Analysing innovation, firm performance and organisational learning heterogeneities on Brazilian manufacturing sectors",STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,UNSURE,title_insufficient,Y,INCL:firm-performance,2,,firm_performance
S1723,000925063300014,"Zambrano Farias, Fernando Jose; Valls Martinez, Maria del Carmen; Antonio Martin-Cervantes, Pedro",2022,Profitability determinants of the natural stone industry: Evidence from Spain and Italy,PLOS ONE,UNSURE,title_insufficient,UNSURE,WEAK-INCL:financial-perf,,,financial_perf
S1126,000494217800001,"Adomako, Samuel; Frimpong, Kwabena; Mohammed, Riaz A.; Opoku, Robert A.; Hussain, Rifaqat",2021,"Chief executive officers' dispositional optimism, host country's rule of law, and foreign market equity mode choice of Ghanaian small and medium-sized enterprises",THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1210,000522030600001,"Parker, David W.; Lawrence, William W.",2021,Improving productivity of a financial firm: business model evolution in the Caribbean,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,5,,
S1221,000526903800001,"Faroque, Anisur R.; Mostafiz, Md Imtiaz; Faruq, Mohammad Omar; Bashar, Mohammad Fuad Bin",2021,Revisiting entrepreneurial capabilities and export market orientation: a multi-scale investigation in an emerging economy,INTERNATIONAL JOURNAL OF EMERGING MARKETS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1255,000553298100001,"Zaridis, A.; Vlachos, I; Bourlakis, M.",2021,SMEs strategy and scale constraints impact on agri-food supply chain collaboration and firm performance,PRODUCTION PLANNING & CONTROL,UNSURE,title_insufficient,Y,INCL:firm-performance,,,firm_performance
S1258,000556421900001,"Moreno-Gomez, Jorge; Escandon-Charris, Diana; Moreno-Charris, Ana; Zapata-Upegui, Luis",2021,Analysis of the role of process innovation on export propensity in KIBS and non-KIBS firms in Colombia,COMPETITIVENESS REVIEW,UNSURE,title_insufficient,Y,INCL:export-intensity,,export_ratio,
S1259,000557325800001,"Azman, Mohd Azrai; Hon, Carol K. H.; Xia, Bo; Lee, Boon L.; Skitmore, Martin",2021,Product diversification and large construction firm productivity: the effect of institutional environments in Malaysia,ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1262,000558806000001,"Arzubiaga, Unai; Castillo-Apraiz, Julen; Manuel Palma-Ruiz, Jesus",2021,Organisational learning as a mediator in the host-home country similarity-international firm performance link: the role of exploration and exploitation,EUROPEAN BUSINESS REVIEW,UNSURE,title_insufficient,Y,INCL:firm-performance,,,firm_performance
S1270,000566043900001,"Alonso-Ubieta, Suyen; Mora-Esquivel, Ronald; Leiva, Juan Carlos",2021,The competitive efficiency of Costa Rican small and medium-sized businesses: a data envelopment analysis approach,COMPETITIVENESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S1271,000566132300001,"Coleman, Martha; Wu, Mengyun",2021,Corporate governance mechanisms and corporate performance of firms in Nigeria and Ghana,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,UNSURE,title_insufficient,Y,INCL:firm-performance,4,,firm_performance
S1272,000566834400001,"Crick, James M.",2021,Unpacking the relationship between a coopetition-oriented mindset and coopetition-oriented behaviours,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
