economy,year,lp_z,fsts,fsts_c,fsts_c2,fdi10,ln_age,tci_z,dai
Vanuatu,2009,-0.1771121401105559,0.0,-0.05373103448275862,0.002887024066587396,0.0,1.3862943611198906,-0.6087999364630081,0.0
Vanuatu,2009,0.31588031370637487,0.0,-0.05373103448275862,0.002887024066587396,1.0,2.0794415416798357,1.629435124062757,1.0
Vanuatu,2009,-2.4851582289841994,0.0,-0.05373103448275862,0.002887024066587396,0.0,0.6931471805599453,-0.6087999364630081,0.0
Vanuatu,2009,-2.4851582289841994,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.4011973816621555,-0.6087999364630081,0.0
Vanuatu,2009,0.6100040558051831,0.0,-0.05373103448275862,0.002887024066587396,1.0,1.0986122886681098,1.629435124062757,1.0
Vanuatu,2009,1.1450606609635856,0.0,-0.05373103448275862,0.002887024066587396,1.0,1.791759469228055,1.629435124062757,0.0
Vanuatu,2009,1.2497816554216683,0.0,-0.05373103448275862,0.002887024066587396,1.0,3.4339872044851463,1.629435124062757,0.0
Vanuatu,2009,0.9743512147254623,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.828641396489095,-0.6087999364630081,0.0
Vanuatu,2009,0.4871053128643958,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.258096538021482,-0.6087999364630081,0.0
Vanuatu,2009,-0.07169730727034061,0.0,-0.05373103448275862,0.002887024066587396,1.0,1.9459101490553132,-0.6087999364630081,0.0
Vanuatu,2009,1.8802964260445587,0.0,-0.05373103448275862,0.002887024066587396,0.0,1.3862943611198906,-0.6087999364630081,0.0
Vanuatu,2009,1.071478270583257,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.4657359027997265,-0.6087999364630081,0.0
Vanuatu,2009,0.07864994717187208,0.0,-0.05373103448275862,0.002887024066587396,1.0,3.258096538021482,1.629435124062757,1.0
Vanuatu,2009,-0.4929378417549267,0.0,-0.05373103448275862,0.002887024066587396,0.0,2.302585092994046,-0.6087999364630081,0.0
Vanuatu,2009,-0.4929378417549267,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.044522437723423,1.629435124062757,0.0
