"term","b","se","t","p","ci_lo","ci_hi","n","r2","sample","model"
"wave",0.503470016077223,0.0381375077034962,13.2014399050798,4.35879023518896e-39,0.42872050097837,0.578219531176076,4627,0.0826134662487918,"CHN_pooled","M3"
"(Intercept)",13.1801843396055,0.141354892571272,93.2417980011555,0,12.9031287501659,13.4572399290452,4627,0.082722864046417,"CHN_pooled","M4"
"FSTSc",0.702922465652261,0.23943258417101,2.93578448432988,0.00334346988520256,0.23363460067708,1.17221033062744,4627,0.082722864046417,"CHN_pooled","M4"
"FSTScsq",-0.85649640040878,0.302504898131756,-2.83134721354407,0.00465528888526887,-1.44940600074702,-0.263586800070538,4627,0.082722864046417,"CHN_pooled","M4"
"TCI",0.656649756169892,0.0594554659158362,11.0443967775718,5.21654944592497e-28,0.540117042974853,0.773182469364931,4627,0.082722864046417,"CHN_pooled","M4"
"lnEmp",-0.0521270143553827,0.0156841610992771,-3.32354494610395,0.000895733896315685,-0.0828679701099658,-0.0213860586007995,4627,0.082722864046417,"CHN_pooled","M4"
"firmage",-0.379769787312461,0.0538414201157616,-7.05348756581714,2.00379329550849e-12,-0.485298970739354,-0.274240603885568,4627,0.082722864046417,"CHN_pooled","M4"
"foreign",0.153390757722011,0.069267075222499,2.21448295931784,0.0268442221047821,0.0176272902859132,0.289154225158109,4627,0.082722864046417,"CHN_pooled","M4"
"wave",0.504271504630178,0.0381594953595745,13.214836828382,3.67320312301851e-39,0.429478893725412,0.579064115534944,4627,0.082722864046417,"CHN_pooled","M4"
"FSTSc:TCI",-0.171803925819822,0.217624288339134,-0.789451982271812,0.429888414403496,-0.598347530964525,0.254739679324881,4627,0.082722864046417,"CHN_pooled","M4"
"(Intercept)",13.2328962333795,0.14324830069739,92.377334802273,0,12.9521295640126,13.5136629027464,4627,0.083255351036491,"CHN_pooled","M5"
"FSTSc",1.26452180262098,0.379142855054535,3.33521200719738,0.000859071250132475,0.521401806714094,2.00764179852787,4627,0.083255351036491,"CHN_pooled","M5"
"FSTScsq",-1.70497737319557,0.528627942920244,-3.22528802351412,0.00126723191013806,-2.74108814131925,-0.668866605071893,4627,0.083255351036491,"CHN_pooled","M5"
"TCI",0.561475637208291,0.0792859753956869,7.08165138167468,1.63944168122777e-12,0.406075125432745,0.716876148983837,4627,0.083255351036491,"CHN_pooled","M5"
"lnEmp",-0.0516494336514406,0.0157049803562985,-3.28872959275791,0.00101394658603983,-0.0824311951497856,-0.0208676721530955,4627,0.083255351036491,"CHN_pooled","M5"
